종목코드,종목명,시장,업종,현재가,전일대비,등락률,갱신시각
246720,아스타,코스닥,의료용품 및 기타 의약 관련제품 제조업,6070,0,0.00,2026-09-16 08:41
246960,SCL사이언스,코스닥,의료용품 및 기타 의약 관련제품 제조업,2230,0,0.00,2026-09-16 08:41
247540,에코프로비엠,코스닥,일차전지 및 이차전지 제조업,107000,0,0.00,2026-09-16 08:41
247660,나노씨엠에스,코스닥,전자부품 제조업,3980,0,0.00,2026-09-16 08:41
248070,솔루엠,유가,전자부품 제조업,12620,0,0.00,2026-09-16 08:41
248170,샘표식품,유가,기타 식품 제조업,23150,0,0.00,2026-09-16 08:41
249420,일동제약,유가,의약품 제조업,14900,0,0.00,2026-09-16 08:41
250000,보라티알,코스닥,음·식료품 및 담배 도매업,5730,0,0.00,2026-09-16 08:41
250030,진코스텍,코넥스,기타 화학제품 제조업,21800,0,0.00,2026-09-16 08:41
250060,모비스,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2980,0,0.00,2026-09-16 08:41
250930,예선테크,코스닥,플라스틱제품 제조업,1485,0,0.00,2026-09-16 08:41
251120,바이오에프디엔씨,코스닥,기초 의약물질 제조업,8760,0,0.00,2026-09-16 08:41
251270,넷마블,유가,소프트웨어 개발 및 공급업,35150,0,0.00,2026-09-16 08:41
251280,안지오랩,코넥스,자연과학 및 공학 연구개발업,3545,0,0.00,2026-09-16 08:41
251370,와이엠티,코스닥,기초 화학물질 제조업,7120,0,0.00,2026-09-16 08:41
251630,브이원텍,코스닥,특수 목적용 기계 제조업,3430,0,0.00,2026-09-16 08:41
251970,펌텍코리아,코스닥,플라스틱제품 제조업,57700,0,0.00,2026-09-16 08:41
252500,세화피앤씨,코스닥,기타 화학제품 제조업,2285,0,0.00,2026-09-16 08:41
252990,샘씨엔에스,코스닥,전자부품 제조업,16310,0,0.00,2026-09-16 08:41
253450,스튜디오드래곤,코스닥,"영화, 비디오물, 방송프로그램 제작 및 배급업",21950,0,0.00,2026-09-16 08:41
253590,네오셈,코스닥,특수 목적용 기계 제조업,11420,0,0.00,2026-09-16 08:41
253610,루트락,코넥스,기타 전문 도매업,664,0,0.00,2026-09-16 08:41
253840,수젠텍,코스닥,의료용품 및 기타 의약 관련제품 제조업,4600,0,0.00,2026-09-16 08:41
254120,자비스,코스닥,특수 목적용 기계 제조업,1012,0,0.00,2026-09-16 08:41
254160,제이엠멀티,코넥스,제재 및 목재 가공업,3200,0,0.00,2026-09-16 08:41
254490,미래반도체,코스닥,기타 전문 도매업,14850,0,0.00,2026-09-16 08:41
255220,SG,코스닥,기타 비금속 광물제품 제조업,1156,0,0.00,2026-09-16 08:41
255440,야스,코스닥,특수 목적용 기계 제조업,6580,0,0.00,2026-09-16 08:41
256150,한독크린텍,코스닥,일반 목적용 기계 제조업,4900,0,0.00,2026-09-16 08:41
256630,포인트엔지니어링,코스닥,기타 금속 가공제품 제조업,4325,0,0.00,2026-09-16 08:41
256840,한국비엔씨,코스닥,기초 의약물질 제조업,2825,0,0.00,2026-09-16 08:41
256940,킵스파마,코스닥,의약품 제조업,6070,0,0.00,2026-09-16 08:41
257370,피엔티엠에스,코스닥,특수 목적용 기계 제조업,1911,0,0.00,2026-09-16 08:41
257720,실리콘투,코스닥,상품 종합 도매업,43650,0,0.00,2026-09-16 08:41
258050,테크트랜스,코넥스,기타 금속 가공제품 제조업,449,0,0.00,2026-09-16 08:41
258610,케일럼,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",1180,0,0.00,2026-09-16 08:41
258790,소프트캠프,코스닥,소프트웨어 개발 및 공급업,6040,0,0.00,2026-09-16 08:41
258830,세종메디칼,코스닥,의료용 기기 제조업,412,0,0.00,2026-09-16 08:41
259630,엠플러스,코스닥,특수 목적용 기계 제조업,9210,0,0.00,2026-09-16 08:41
259960,크래프톤,유가,소프트웨어 개발 및 공급업,210500,0,0.00,2026-09-16 08:41
260660,알리코제약,코스닥,의료용품 및 기타 의약 관련제품 제조업,2400,0,0.00,2026-09-16 08:41
260870,SK시그넷,코넥스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",8090,0,0.00,2026-09-16 08:41
260930,씨티케이,코스닥,기타 화학제품 제조업,2435,0,0.00,2026-09-16 08:41
260970,에스앤디,코스닥,기타 식품 제조업,56700,0,0.00,2026-09-16 08:41
261200,덴티스,코스닥,의료용 기기 제조업,2555,0,0.00,2026-09-16 08:41
261520,이지스,코스닥,소프트웨어 개발 및 공급업,4995,0,0.00,2026-09-16 08:41
261780,아리바이오랩,코스닥,자연과학 및 공학 연구개발업,3795,0,0.00,2026-09-16 08:41
262260,에이프로,코스닥,기타 전기장비 제조업,4420,0,0.00,2026-09-16 08:41
262840,아이퀘스트,코스닥,소프트웨어 개발 및 공급업,2695,0,0.00,2026-09-16 08:41
263020,디케이앤디,코스닥,플라스틱제품 제조업,3090,0,0.00,2026-09-16 08:41
263050,유틸렉스,코스닥,기초 의약물질 제조업,959,0,0.00,2026-09-16 08:41
263600,덕우전자,코스닥,전자부품 제조업,3540,0,0.00,2026-09-16 08:41
263690,디알젬,코스닥,의료용 기기 제조업,4930,0,0.00,2026-09-16 08:41
263700,케어랩스,코스닥,광고업,1929,0,0.00,2026-09-16 08:41
263720,디앤씨미디어,코스닥,"서적, 잡지 및 기타 인쇄물 출판업",7130,0,0.00,2026-09-16 08:41
263750,펄어비스,코스닥,소프트웨어 개발 및 공급업,35700,0,0.00,2026-09-16 08:41
263770,유에스티,코스닥,1차 철강 제조업,1616,0,0.00,2026-09-16 08:41
263800,데이타솔루션,코스닥,기계장비 및 관련 물품 도매업,4765,0,0.00,2026-09-16 08:41
263810,상신전자,코스닥,전자부품 제조업,2570,0,0.00,2026-09-16 08:41
263860,지니언스,코스닥,소프트웨어 개발 및 공급업,19080,0,0.00,2026-09-16 08:41
263920,휴엠앤씨,코스닥,그외 기타 제품 제조업,3240,0,0.00,2026-09-16 08:41
264450,유비쿼스,코스닥,통신 및 방송 장비 제조업,10110,0,0.00,2026-09-16 08:41
264660,씨앤지하이테크,코스닥,특수 목적용 기계 제조업,12840,0,0.00,2026-09-16 08:41
264850,이랜시스,코스닥,전자부품 제조업,5660,0,0.00,2026-09-16 08:41
264900,크라운제과,유가,"떡, 빵 및 과자류 제조업",8050,0,0.00,2026-09-16 08:41
265520,AP시스템,코스닥,특수 목적용 기계 제조업,18080,0,0.00,2026-09-16 08:41
265560,영화테크,코스닥,자동차 신품 부품 제조업,6510,0,0.00,2026-09-16 08:41
265740,엔에프씨,코스닥,기타 화학제품 제조업,6760,0,0.00,2026-09-16 08:41
266170,레드우즈,코넥스,"영화, 비디오물, 방송프로그램 제작 및 배급업",1050,0,0.00,2026-09-16 08:41
266350,팡스카이,코넥스,소프트웨어 개발 및 공급업,398,0,0.00,2026-09-16 08:41
266470,바이오인프라생명과학,코넥스,자연과학 및 공학 연구개발업,92,0,0.00,2026-09-16 08:41
267080,세븐브로이맥주,코넥스,알코올음료 제조업,486,0,0.00,2026-09-16 08:41
267250,HD현대,유가,기타 금융업,225000,0,0.00,2026-09-16 08:41
267260,HD현대일렉트릭,유가,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",700000,0,0.00,2026-09-16 08:41
267270,HD건설기계,유가,특수 목적용 기계 제조업,134500,0,0.00,2026-09-16 08:41
267290,경동도시가스,유가,연료용 가스 제조 및 배관공급업,21900,0,0.00,2026-09-16 08:41
267320,나인테크,코스닥,특수 목적용 기계 제조업,2210,0,0.00,2026-09-16 08:41
267790,배럴,코스닥,봉제의복 제조업,3285,0,0.00,2026-09-16 08:41
267850,아시아나IDT,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",9130,0,0.00,2026-09-16 08:41
267980,매일유업,코스닥,동·식물성 유지 및 낙농제품 제조업,34350,0,0.00,2026-09-16 08:41
268280,미원에스씨,유가,기초 화학물질 제조업,138800,0,0.00,2026-09-16 08:41
270210,에스알바이오텍,코넥스,기타 화학제품 제조업,12500,0,0.00,2026-09-16 08:41
270520,앱튼,코스닥,"건축기술, 엔지니어링 및 관련 기술 서비스업",3015,0,0.00,2026-09-16 08:41
270660,에브리봇,코스닥,가정용 기기 제조업,13540,0,0.00,2026-09-16 08:41
270870,뉴트리,코스닥,기타 식품 제조업,3840,0,0.00,2026-09-16 08:41
271560,오리온,유가,기타 식품 제조업,116000,0,0.00,2026-09-16 08:41
271830,팸텍,코스닥,특수 목적용 기계 제조업,1069,0,0.00,2026-09-16 08:41
271940,일진하이솔루스,유가,그외 기타 운송장비 제조업,11020,0,0.00,2026-09-16 08:41
271980,제일약품,유가,의약품 제조업,10060,0,0.00,2026-09-16 08:41
272110,케이엔제이,코스닥,반도체 제조업,25400,0,0.00,2026-09-16 08:41
272210,한화시스템,유가,전자부품 제조업,69700,0,0.00,2026-09-16 08:41
272290,이녹스첨단소재,코스닥,전자부품 제조업,20200,0,0.00,2026-09-16 08:41
272450,진에어,유가,항공 여객 운송업,5960,0,0.00,2026-09-16 08:41
272550,삼양패키징,유가,플라스틱제품 제조업,9890,0,0.00,2026-09-16 08:41
273060,와이즈버즈,코스닥,광고업,3850,0,0.00,2026-09-16 08:41
273640,와이엠텍,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",5060,0,0.00,2026-09-16 08:41
274090,켄코아에어로스페이스,코스닥,"항공기,우주선 및 부품 제조업",9920,0,0.00,2026-09-16 08:41
274400,이노시뮬레이션,코스닥,소프트웨어 개발 및 공급업,2065,0,0.00,2026-09-16 08:41
275630,에스에스알,코스닥,소프트웨어 개발 및 공급업,4200,0,0.00,2026-09-16 08:41
276040,스코넥,코스닥,소프트웨어 개발 및 공급업,327,0,0.00,2026-09-16 08:41
276240,엘리비젼,코넥스,영상 및 음향기기 제조업,527,0,0.00,2026-09-16 08:41
276730,한울앤제주,코스닥,알코올음료 제조업,1052,0,0.00,2026-09-16 08:41
277070,린드먼아시아,코스닥,신탁업 및 집합투자업,3340,0,0.00,2026-09-16 08:41
277410,인산가,코스닥,기타 식품 제조업,5400,0,0.00,2026-09-16 08:41
277810,레인보우로보틱스,코스닥,특수 목적용 기계 제조업,433500,0,0.00,2026-09-16 08:41
277880,티에스아이,코스닥,특수 목적용 기계 제조업,3525,0,0.00,2026-09-16 08:41
278280,천보,코스닥,기초 화학물질 제조업,37500,0,0.00,2026-09-16 08:41
278470,에이피알,유가,기타 화학제품 제조업,361500,0,0.00,2026-09-16 08:41
278650,HLB바이오스텝,코스닥,자연과학 및 공학 연구개발업,2600,0,0.00,2026-09-16 08:41
278990,EMB,코넥스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",3000,0,0.00,2026-09-16 08:41
279060,이노벡스,코넥스,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1,0,0.00,2026-09-16 08:41
279570,케이뱅크,유가,은행 및 저축기관,5620,0,0.00,2026-09-16 08:41
279600,미디어젠,코스닥,소프트웨어 개발 및 공급업,3830,0,0.00,2026-09-16 08:41
280360,롯데웰푸드,유가,기타 식품 제조업,136400,0,0.00,2026-09-16 08:41
281740,레이크머티리얼즈,코스닥,기타 화학제품 제조업,10880,0,0.00,2026-09-16 08:41
281820,케이씨텍,유가,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",68900,0,0.00,2026-09-16 08:41
282330,BGF리테일,유가,종합 소매업,141800,0,0.00,2026-09-16 08:41
282620,기도산업,코스닥,봉제의복 제조업,12590,0,0.00,2026-09-16 08:41
282720,금양그린파워,코스닥,전기 및 통신 공사업,7520,0,0.00,2026-09-16 08:41
282880,코윈로보틱스,코스닥,특수 목적용 기계 제조업,10360,0,0.00,2026-09-16 08:41
284620,카이노스메드,코스닥,자연과학 및 공학 연구개발업,1087,0,0.00,2026-09-16 08:41
284740,쿠쿠홈시스,유가,개인 및 가정용품 임대업,23450,0,0.00,2026-09-16 08:41
285130,SK케미칼,유가,합성고무 및 플라스틱 물질 제조업,54200,0,0.00,2026-09-16 08:41
285490,노바텍,코스닥,그외 기타 제품 제조업,12100,0,0.00,2026-09-16 08:41
285800,진영,코스닥,플라스틱제품 제조업,4075,0,0.00,2026-09-16 08:41
286750,나노실리칸첨단소재,코스닥,기초 화학물질 제조업,2565,0,0.00,2026-09-16 08:41
286940,롯데이노베이트,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",18090,0,0.00,2026-09-16 08:41
287840,인투셀,코스닥,자연과학 및 공학 연구개발업,16440,0,0.00,2026-09-16 08:41
288180,케이피항공산업,코스닥,"항공기,우주선 및 부품 제조업",7010,0,0.00,2026-09-16 08:41
288330,파라택시스코리아,코스닥,"그외 기타 전문, 과학 및 기술 서비스업",416,0,0.00,2026-09-16 08:41
288620,에스프리즘,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",4210,0,0.00,2026-09-16 08:41
288980,모아데이타,코스닥,소프트웨어 개발 및 공급업,252,0,0.00,2026-09-16 08:41
289010,아이스크림에듀,코스닥,"서적, 잡지 및 기타 인쇄물 출판업",1140,0,0.00,2026-09-16 08:41
289080,SV인베스트먼트,코스닥,기타 금융업,2535,0,0.00,2026-09-16 08:41
289170,바이오텐,코넥스,기타 식품 제조업,2900,0,0.00,2026-09-16 08:41
289220,자이언트스텝,코스닥,"영화, 비디오물, 방송프로그램 제작 및 배급업",999,0,0.00,2026-09-16 08:41
289930,웨이비스,코스닥,반도체 제조업,7430,0,0.00,2026-09-16 08:41
290090,트윔,코스닥,소프트웨어 개발 및 공급업,4670,0,0.00,2026-09-16 08:41
290120,DH오토리드,코스닥,자동차 신품 부품 제조업,2130,0,0.00,2026-09-16 08:41
290270,휴네시온,코스닥,소프트웨어 개발 및 공급업,2890,0,0.00,2026-09-16 08:41
290520,신도기연,코스닥,특수 목적용 기계 제조업,1568,0,0.00,2026-09-16 08:41
290550,디케이티,코스닥,전자부품 제조업,17190,0,0.00,2026-09-16 08:41
290560,파라택시스이더리움,코스닥,소프트웨어 개발 및 공급업,1241,0,0.00,2026-09-16 08:41
290650,엘앤씨바이오,코스닥,의약품 제조업,47150,0,0.00,2026-09-16 08:41
290660,다이나믹솔루션,코스닥,의료용 기기 제조업,1517,0,0.00,2026-09-16 08:41
290670,대보마그네틱,코스닥,기타 전기장비 제조업,6060,0,0.00,2026-09-16 08:41
290690,아리바이오홀딩스,코스닥,전구 및 조명장치 제조업,4095,0,0.00,2026-09-16 08:41
290720,푸드나무,코스닥,무점포 소매업,2750,0,0.00,2026-09-16 08:41
290740,액트로,코스닥,전자부품 제조업,13300,0,0.00,2026-09-16 08:41
291230,컴투스엔,코스닥,기타 사업지원 서비스업,2535,0,0.00,2026-09-16 08:41
291650,츌립앤사이언스,코스닥,자연과학 및 공학 연구개발업,1549,0,0.00,2026-09-16 08:41
291810,핀텔,코스닥,소프트웨어 개발 및 공급업,1823,0,0.00,2026-09-16 08:41
293480,하나제약,유가,의약품 제조업,8310,0,0.00,2026-09-16 08:41
293490,카카오게임즈,코스닥,소프트웨어 개발 및 공급업,9880,0,0.00,2026-09-16 08:41
293580,나우IB,코스닥,기타 금융업,1176,0,0.00,2026-09-16 08:41
293780,압타바이오,코스닥,자연과학 및 공학 연구개발업,6290,0,0.00,2026-09-16 08:41
293940,신한알파리츠,유가,부동산 임대 및 공급업,5350,0,0.00,2026-09-16 08:41
294090,이오플로우,코스닥,의료용 기기 제조업,1490,0,0.00,2026-09-16 08:41
294140,레몬,코스닥,화학섬유 제조업,2385,0,0.00,2026-09-16 08:41
294570,쿠콘,코스닥,기타 정보 서비스업,29150,0,0.00,2026-09-16 08:41
294630,서남,코스닥,기타 전기장비 제조업,3020,0,0.00,2026-09-16 08:41
294870,IPARK현대산업개발,유가,건물 건설업,24500,0,0.00,2026-09-16 08:41
295310,에이치브이엠,코스닥,1차 비철금속 제조업,52400,0,0.00,2026-09-16 08:41
296160,프로젠,코넥스,자연과학 및 공학 연구개발업,2585,0,0.00,2026-09-16 08:41
296520,가이아코퍼레이션,코넥스,생활용품 도매업,702,0,0.00,2026-09-16 08:41
296640,이노에이엑스,코스닥,소프트웨어 개발 및 공급업,6150,0,0.00,2026-09-16 08:41
297090,씨에스베어링,코스닥,일반 목적용 기계 제조업,4810,0,0.00,2026-09-16 08:41
297570,아틀라스링크,코스닥,통신 및 방송 장비 제조업,4095,0,0.00,2026-09-16 08:41
297890,HB솔루션,코스닥,특수 목적용 기계 제조업,1678,0,0.00,2026-09-16 08:41
298000,효성화학,유가,기초 화학물질 제조업,55000,0,0.00,2026-09-16 08:41
298020,효성티앤씨,유가,화학섬유 제조업,325000,0,0.00,2026-09-16 08:41
298040,효성중공업,유가,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2689000,0,0.00,2026-09-16 08:41
298050,HS효성첨단소재,유가,화학섬유 제조업,168000,0,0.00,2026-09-16 08:41
298060,풍전약품,코스닥,의약품 제조업,2290,0,0.00,2026-09-16 08:41
298380,에이비엘바이오,코스닥,기초 의약물질 제조업,59300,0,0.00,2026-09-16 08:41
298540,더네이쳐홀딩스,코스닥,의복 액세서리 제조업,6740,0,0.00,2026-09-16 08:41
298690,에어부산,유가,항공 여객 운송업,1509,0,0.00,2026-09-16 08:41
298830,슈어소프트테크,코스닥,소프트웨어 개발 및 공급업,4300,0,0.00,2026-09-16 08:41
299030,하나기술,코스닥,특수 목적용 기계 제조업,13340,0,0.00,2026-09-16 08:41
299170,더블유에스아이,코스닥,생활용품 도매업,1125,0,0.00,2026-09-16 08:41
299480,지앤이헬스케어,코넥스,기타 섬유제품 제조업,595,0,0.00,2026-09-16 08:41
299660,셀리드,코스닥,자연과학 및 공학 연구개발업,2260,0,0.00,2026-09-16 08:41
300080,플리토,코스닥,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",9090,0,0.00,2026-09-16 08:41
300120,라온피플,코스닥,소프트웨어 개발 및 공급업,3195,0,0.00,2026-09-16 08:41
300720,한일시멘트,유가,"시멘트, 석회, 플라스터 및 그 제품 제조업",16350,0,0.00,2026-09-16 08:41
301300,바이브컴퍼니,코스닥,소프트웨어 개발 및 공급업,2380,0,0.00,2026-09-16 08:41
302430,이노메트리,코스닥,특수 목적용 기계 제조업,7540,0,0.00,2026-09-16 08:41
302440,SK바이오사이언스,유가,기초 의약물질 제조업,36750,0,0.00,2026-09-16 08:41
302550,리메드,코스닥,의료용 기기 제조업,2640,0,0.00,2026-09-16 08:41
302920,더콘텐츠온,코넥스,"영화, 비디오물, 방송프로그램 제작 및 배급업",2000,0,0.00,2026-09-16 08:41
303030,지니틱스,코스닥,반도체 제조업,1412,0,0.00,2026-09-16 08:41
303360,프로티아,코스닥,의료용 기기 제조업,5250,0,0.00,2026-09-16 08:41
303530,이노뎁,코스닥,소프트웨어 개발 및 공급업,3035,0,0.00,2026-09-16 08:41
303810,동국생명과학,코스닥,의약품 제조업,2260,0,0.00,2026-09-16 08:41
304100,솔트룩스,코스닥,소프트웨어 개발 및 공급업,15430,0,0.00,2026-09-16 08:41
304360,에스바이오메딕스,코스닥,의약품 제조업,20650,0,0.00,2026-09-16 08:41
304840,피플바이오,코스닥,의료용품 및 기타 의약 관련제품 제조업,561,0,0.00,2026-09-16 08:41
305090,마이크로디지탈,코스닥,의료용 기기 제조업,538,0,0.00,2026-09-16 08:41
306040,에스제이그룹,코스닥,"가죽, 가방 및 유사제품 제조업",1690,0,0.00,2026-09-16 08:41
306200,세아제강,유가,1차 철강 제조업,146900,0,0.00,2026-09-16 08:41
306620,지아이에스,코스닥,특수 목적용 기계 제조업,1867,0,0.00,2026-09-16 08:41
307180,아이엘,코스닥,전구 및 조명장치 제조업,5290,0,0.00,2026-09-16 08:41
307280,원바이오젠,코스닥,의료용품 및 기타 의약 관련제품 제조업,5910,0,0.00,2026-09-16 08:41
307750,국전,코스닥,의약품 제조업,2260,0,0.00,2026-09-16 08:41
307870,비투엔,코스닥,소프트웨어 개발 및 공급업,1223,0,0.00,2026-09-16 08:41
307930,컴퍼니케이,코스닥,기타 금융업,5860,0,0.00,2026-09-16 08:41
307950,현대오토에버,유가,소프트웨어 개발 및 공급업,370000,0,0.00,2026-09-16 08:41
308080,바이젠셀,코스닥,자연과학 및 공학 연구개발업,6220,0,0.00,2026-09-16 08:41
308100,형지글로벌,코스닥,"섬유, 의복, 신발 및 가죽제품 소매업",278,0,0.00,2026-09-16 08:41
308170,씨티알모빌리티,유가,자동차 신품 부품 제조업,3455,0,0.00,2026-09-16 08:41
308430,셀비온,코스닥,의약품 제조업,13400,0,0.00,2026-09-16 08:41
309710,아이티켐,코스닥,기초 의약물질 제조업,21000,0,0.00,2026-09-16 08:41
309930,조이웍스앤코,코스닥,기타 생활용품 소매업,886,0,0.00,2026-09-16 08:41
309960,LB인베스트먼트,코스닥,기타 금융업,4230,0,0.00,2026-09-16 08:41
310200,애니플러스,코스닥,"영화, 비디오물, 방송프로그램 제작 및 배급업",1954,0,0.00,2026-09-16 08:41
310210,보로노이,코스닥,자연과학 및 공학 연구개발업,141500,0,0.00,2026-09-16 08:41
310870,디와이씨,코스닥,자동차 신품 부품 제조업,1554,0,0.00,2026-09-16 08:41
311060,엘에이티,코넥스,특수 목적용 기계 제조업,3500,0,0.00,2026-09-16 08:41
311320,지오엘리먼트,코스닥,전자부품 제조업,7960,0,0.00,2026-09-16 08:41
311390,네오크레마,코스닥,기타 식품 제조업,2385,0,0.00,2026-09-16 08:41
311690,CJ 바이오사이언스,코스닥,자연과학 및 공학 연구개발업,3700,0,0.00,2026-09-16 08:41
311960,인터로이드,코넥스,소프트웨어 개발 및 공급업,1444,0,0.00,2026-09-16 08:41
312610,에이에프더블류,코스닥,1차 비철금속 제조업,129,0,0.00,2026-09-16 08:41
313760,캐리,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",468,0,0.00,2026-09-16 08:41
314130,지놈앤컴퍼니,코스닥,기초 의약물질 제조업,3405,0,0.00,2026-09-16 08:41
314140,알피바이오,코스닥,의약품 제조업,5970,0,0.00,2026-09-16 08:41
314930,바이오다인,코스닥,의료용 기기 제조업,6950,0,0.00,2026-09-16 08:41
315640,딥노이드,코스닥,소프트웨어 개발 및 공급업,1763,0,0.00,2026-09-16 08:41
316140,우리금융지주,유가,기타 금융업,36350,0,0.00,2026-09-16 08:41
317120,라닉스,코스닥,반도체 제조업,1459,0,0.00,2026-09-16 08:41
317240,TS트릴리온,코스닥,기타 화학제품 제조업,1059,0,0.00,2026-09-16 08:41
317330,덕산테코피아,코스닥,기타 화학제품 제조업,13250,0,0.00,2026-09-16 08:41
317400,자이에스앤디,유가,부동산 임대 및 공급업,11140,0,0.00,2026-09-16 08:41
317450,명인제약,유가,의약품 제조업,43400,0,0.00,2026-09-16 08:41
317530,에피소드컴퍼니,코스닥,"영화, 비디오물, 방송프로그램 제작 및 배급업",3315,0,0.00,2026-09-16 08:41
317690,퀀타매트릭스,코스닥,의료용 기기 제조업,2285,0,0.00,2026-09-16 08:41
317770,엑스페릭스,코스닥,전자부품 제조업,2595,0,0.00,2026-09-16 08:41
317830,에스피시스템스,코스닥,특수 목적용 기계 제조업,4165,0,0.00,2026-09-16 08:41
317850,대모,코스닥,특수 목적용 기계 제조업,5990,0,0.00,2026-09-16 08:41
317860,노드메이슨,코넥스,기타 화학제품 제조업,4000,0,0.00,2026-09-16 08:41
317870,엔바이오니아,코스닥,그외 기타 제품 제조업,4880,0,0.00,2026-09-16 08:41
318000,KBG,코스닥,합성고무 및 플라스틱 물질 제조업,2720,0,0.00,2026-09-16 08:41
318010,팜스빌,코스닥,기타 식품 제조업,3635,0,0.00,2026-09-16 08:41
318020,포인트모바일,코스닥,컴퓨터 및 주변장치 제조업,2630,0,0.00,2026-09-16 08:41
318060,그래피,코스닥,합성고무 및 플라스틱 물질 제조업,16910,0,0.00,2026-09-16 08:41
318160,셀바이오휴먼텍,코스닥,기타 섬유제품 제조업,7190,0,0.00,2026-09-16 08:41
318410,비비씨,코스닥,기타 화학제품 제조업,6380,0,0.00,2026-09-16 08:41
318660,타임기술,코넥스,소프트웨어 개발 및 공급업,4000,0,0.00,2026-09-16 08:41
319400,현대무벡스,코스닥,일반 목적용 기계 제조업,21450,0,0.00,2026-09-16 08:41
319660,피에스케이,코스닥,특수 목적용 기계 제조업,118300,0,0.00,2026-09-16 08:41
320000,한울반도체,코스닥,특수 목적용 기계 제조업,10140,0,0.00,2026-09-16 08:41
321260,프로이천,코스닥,반도체 제조업,1596,0,0.00,2026-09-16 08:41
321370,센서뷰,코스닥,전자부품 제조업,1173,0,0.00,2026-09-16 08:41
321550,티움바이오,코스닥,자연과학 및 공학 연구개발업,4570,0,0.00,2026-09-16 08:41
321820,아티스트컴퍼니,코스닥,창작 및 예술관련 서비스업,3390,0,0.00,2026-09-16 08:41
322000,HD현대에너지솔루션,유가,반도체 제조업,123400,0,0.00,2026-09-16 08:41
322180,LS티라유텍,코스닥,소프트웨어 개발 및 공급업,3995,0,0.00,2026-09-16 08:41
322310,오로스테크놀로지,코스닥,특수 목적용 기계 제조업,12100,0,0.00,2026-09-16 08:41
322510,제이엘케이,코스닥,소프트웨어 개발 및 공급업,4995,0,0.00,2026-09-16 08:41
322780,코퍼스코리아,코스닥,"영화, 비디오물, 방송프로그램 제작 및 배급업",1891,0,0.00,2026-09-16 08:41
322970,무진메디,코넥스,자연과학 및 공학 연구개발업,1965,0,0.00,2026-09-16 08:41
323280,태성,코스닥,특수 목적용 기계 제조업,44400,0,0.00,2026-09-16 08:41
323350,다원넥스뷰,코스닥,특수 목적용 기계 제조업,8260,0,0.00,2026-09-16 08:41
323410,카카오뱅크,유가,은행 및 저축기관,21150,0,0.00,2026-09-16 08:41
323990,박셀바이오,코스닥,자연과학 및 공학 연구개발업,4325,0,0.00,2026-09-16 08:41
326030,SK바이오팜,유가,자연과학 및 공학 연구개발업,78100,0,0.00,2026-09-16 08:41
327260,RF머트리얼즈,코스닥,전자부품 제조업,45250,0,0.00,2026-09-16 08:41
328130,루닛,코스닥,소프트웨어 개발 및 공급업,8530,0,0.00,2026-09-16 08:41
328380,솔트웨어,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",3880,0,0.00,2026-09-16 08:41
329180,HD현대중공업,유가,선박 및 보트 건조업,453500,0,0.00,2026-09-16 08:41
330350,위더스제약,코스닥,의약품 제조업,7650,0,0.00,2026-09-16 08:41
330590,롯데리츠,유가,부동산 임대 및 공급업,3950,0,0.00,2026-09-16 08:41
330730,스톤브릿지벤처스,코스닥,기타 금융업,4550,0,0.00,2026-09-16 08:41
330860,네패스아크,코스닥,"그외 기타 전문, 과학 및 기술 서비스업",22900,0,0.00,2026-09-16 08:41
331380,포커스에이아이,코스닥,영상 및 음향기기 제조업,2130,0,0.00,2026-09-16 08:41
331520,밸로프,코스닥,소프트웨어 개발 및 공급업,2315,0,0.00,2026-09-16 08:41
331660,한국미라클피플사,코넥스,기타 화학제품 제조업,4020,0,0.00,2026-09-16 08:41
331740,아우토크립트,코스닥,소프트웨어 개발 및 공급업,7400,0,0.00,2026-09-16 08:41
331920,셀레믹스,코스닥,기초 의약물질 제조업,12070,0,0.00,2026-09-16 08:41
332190,오션스바이오,코넥스,의료용 기기 제조업,3055,0,0.00,2026-09-16 08:41
332290,누보,코스닥,"비료, 농약 및 살균, 살충제 제조업",4440,0,0.00,2026-09-16 08:41
332370,아이디피,코스닥,컴퓨터 및 주변장치 제조업,5320,0,0.00,2026-09-16 08:41
332570,PS일렉트로닉스,코스닥,전자부품 제조업,8400,0,0.00,2026-09-16 08:41
333050,이노테나,코스닥,소프트웨어 개발 및 공급업,5710,0,0.00,2026-09-16 08:41
