종목코드,종목명,시장,업종,현재가,전일대비,등락률,갱신시각
0054V0,엔에이치스팩32호,코스닥,금융 지원 서비스업,1991,0,0.00,2026-09-16 08:41
005500,삼진제약,유가,의약품 제조업,18390,0,0.00,2026-09-16 08:41
005610,삼립,유가,기타 식품 제조업,41200,0,0.00,2026-09-16 08:41
005670,푸드웰,코스닥,"과실, 채소 가공 및 저장 처리업",6290,0,0.00,2026-09-16 08:41
005680,삼영전자,유가,전자부품 제조업,12250,0,0.00,2026-09-16 08:41
005690,파미셀,유가,전자부품 제조업,10860,0,0.00,2026-09-16 08:41
005710,대원산업,코스닥,자동차 신품 부품 제조업,10500,0,0.00,2026-09-16 08:41
005720,넥센,유가,고무제품 제조업,5640,0,0.00,2026-09-16 08:41
005725,넥센우,유가,고무제품 제조업,4300,0,0.00,2026-09-16 08:41
005740,크라운해태홀딩스,유가,기타 금융업,5660,0,0.00,2026-09-16 08:41
005745,크라운해태홀딩스우,유가,기타 금융업,5010,0,0.00,2026-09-16 08:41
005750,대림바스,유가,"내화, 비내화 요업제품 제조업",4470,0,0.00,2026-09-16 08:41
005800,신영와코루,유가,봉제의복 제조업,13470,0,0.00,2026-09-16 08:41
005810,풍산홀딩스,유가,기타 금융업,36950,0,0.00,2026-09-16 08:41
005820,원림,유가,직물직조 및 직물제품 제조업,14380,0,0.00,2026-09-16 08:41
005830,DB손해보험,유가,보험업,188700,0,0.00,2026-09-16 08:41
005850,에스엘,유가,자동차 신품 부품 제조업,50700,0,0.00,2026-09-16 08:41
005860,한일사료,코스닥,동물용 사료 및 조제식품 제조업,2460,0,0.00,2026-09-16 08:41
005870,휴니드,유가,통신 및 방송 장비 제조업,4440,0,0.00,2026-09-16 08:41
005880,대한해운,유가,해상 운송업,2030,0,0.00,2026-09-16 08:41
005930,삼성전자,유가,통신 및 방송 장비 제조업,248500,0,0.00,2026-09-16 08:41
005935,삼성전자우,유가,통신 및 방송 장비 제조업,187100,0,0.00,2026-09-16 08:41
005940,NH투자증권,유가,금융 지원 서비스업,25850,0,0.00,2026-09-16 08:41
005945,NH투자증권우,유가,금융 지원 서비스업,22800,0,0.00,2026-09-16 08:41
005950,이수화학,유가,기초 화학물질 제조업,11260,0,0.00,2026-09-16 08:41
005960,동부건설,유가,토목 건설업,8030,0,0.00,2026-09-16 08:41
005965,동부건설우,유가,토목 건설업,17000,0,0.00,2026-09-16 08:41
005990,매일홀딩스,코스닥,동·식물성 유지 및 낙농제품 제조업,10970,0,0.00,2026-09-16 08:41
006040,동원산업,유가,기타 금융업,36650,0,0.00,2026-09-16 08:41
006050,국영지앤엠,코스닥,유리 및 유리제품 제조업,5350,0,0.00,2026-09-16 08:41
006060,화승인더,유가,상품 종합 도매업,2410,0,0.00,2026-09-16 08:41
006090,사조오양,유가,수산물 가공 및 저장 처리업,8860,0,0.00,2026-09-16 08:41
006110,삼아알미늄,유가,1차 비철금속 제조업,59000,0,0.00,2026-09-16 08:41
006120,SK디스커버리,유가,기타 금융업,56900,0,0.00,2026-09-16 08:41
006125,SK디스커버리우,유가,기타 금융업,42500,0,0.00,2026-09-16 08:41
006140,피제이전자,코스닥,의료용 기기 제조업,4645,0,0.00,2026-09-16 08:41
006200,한국전자홀딩스,유가,기타 금융업,1858,0,0.00,2026-09-16 08:41
006220,제주은행,유가,은행 및 저축기관,9910,0,0.00,2026-09-16 08:41
006260,LS,유가,기타 금융업,303500,0,0.00,2026-09-16 08:41
006280,녹십자,유가,의약품 제조업,124900,0,0.00,2026-09-16 08:41
006340,대원전선,유가,절연선 및 케이블 제조업,12720,0,0.00,2026-09-16 08:41
006345,대원전선우,유가,절연선 및 케이블 제조업,9700,0,0.00,2026-09-16 08:41
006360,GS건설,유가,건물 건설업,37800,0,0.00,2026-09-16 08:41
006370,대구백화점,유가,종합 소매업,3315,0,0.00,2026-09-16 08:41
006380,카프로,유가,기초 화학물질 제조업,44,0,0.00,2026-09-16 08:41
006400,삼성SDI,유가,일차전지 및 이차전지 제조업,547000,0,0.00,2026-09-16 08:41
006405,삼성SDI우,유가,일차전지 및 이차전지 제조업,217500,0,0.00,2026-09-16 08:41
006490,프리티,유가,전기 통신업,2250,0,0.00,2026-09-16 08:41
006570,대림통상,유가,기타 금속 가공제품 제조업,1972,0,0.00,2026-09-16 08:41
006620,동구바이오제약,코스닥,의약품 제조업,3510,0,0.00,2026-09-16 08:41
006650,대한유화,유가,기초 화학물질 제조업,100100,0,0.00,2026-09-16 08:41
006660,삼성공조,유가,자동차 신품 부품 제조업,12550,0,0.00,2026-09-16 08:41
006730,서부T&D,코스닥,일반 및 생활 숙박시설 운영업,11210,0,0.00,2026-09-16 08:41
006740,블루산업개발,유가,"골판지, 종이 상자 및 종이용기 제조업",5040,0,0.00,2026-09-16 08:41
006800,미래에셋증권,유가,금융 지원 서비스업,32050,0,0.00,2026-09-16 08:41
006805,미래에셋증권우,유가,금융 지원 서비스업,11430,0,0.00,2026-09-16 08:41
006840,AK홀딩스,유가,기타 금융업,7480,0,0.00,2026-09-16 08:41
006880,신송홀딩스,유가,산업용 농·축산물 및 동·식물 도매업,4460,0,0.00,2026-09-16 08:41
006890,태경케미컬,유가,기초 화학물질 제조업,4950,0,0.00,2026-09-16 08:41
0068Y0,비엔케이제3호스팩,코스닥,금융 지원 서비스업,1970,0,0.00,2026-09-16 08:41
006910,보성파워텍,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",7240,0,0.00,2026-09-16 08:41
006920,모헨즈,코스닥,"시멘트, 석회, 플라스터 및 그 제품 제조업",3150,0,0.00,2026-09-16 08:41
006980,우성,유가,"곡물가공품, 전분 및 전분제품 제조업",17300,0,0.00,2026-09-16 08:41
007070,GS리테일,유가,종합 소매업,24450,0,0.00,2026-09-16 08:41
0070X0,에스테크엠,코넥스,특수 목적용 기계 제조업,11000,0,0.00,2026-09-16 08:41
007110,일신석재,유가,"건축자재, 철물 및 난방장치 도매업",603,0,0.00,2026-09-16 08:41
007120,미래아이앤지,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1096,0,0.00,2026-09-16 08:41
007160,사조산업,유가,수산물 가공 및 저장 처리업,50400,0,0.00,2026-09-16 08:41
0071M0,삼성스팩11호,코스닥,금융 지원 서비스업,1981,0,0.00,2026-09-16 08:41
007210,벽산,유가,기타 비금속 광물제품 제조업,1409,0,0.00,2026-09-16 08:41
007280,한국특강,유가,1차 철강 제조업,2315,0,0.00,2026-09-16 08:41
0072Z0,KB제33호스팩,코스닥,금융 지원 서비스업,1973,0,0.00,2026-09-16 08:41
007310,오뚜기,유가,기타 식품 제조업,323500,0,0.00,2026-09-16 08:41
007330,푸른저축은행,코스닥,은행 및 저축기관,10200,0,0.00,2026-09-16 08:41
007340,DN오토모티브,유가,일차전지 및 이차전지 제조업,45600,0,0.00,2026-09-16 08:41
007370,진양제약,코스닥,의약품 제조업,3965,0,0.00,2026-09-16 08:41
007390,네이처셀,코스닥,기초 의약물질 제조업,24850,0,0.00,2026-09-16 08:41
007460,에이프로젠,유가,의약품 제조업,1962,0,0.00,2026-09-16 08:41
007530,와이엠,코스닥,기타 금속 가공제품 제조업,1474,0,0.00,2026-09-16 08:41
007540,샘표,유가,기타 금융업,50500,0,0.00,2026-09-16 08:41
007570,일양약품,유가,의약품 제조업,7910,0,0.00,2026-09-16 08:41
007575,일양약품우,유가,의약품 제조업,7540,0,0.00,2026-09-16 08:41
007590,동방아그로,유가,"비료, 농약 및 살균, 살충제 제조업",5520,0,0.00,2026-09-16 08:41
007610,선도전기,유가,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",3800,0,0.00,2026-09-16 08:41
007660,이수페타시스,유가,전자부품 제조업,104600,0,0.00,2026-09-16 08:41
007680,대원,코스닥,건물 건설업,3310,0,0.00,2026-09-16 08:41
007690,국도화학,유가,기초 화학물질 제조업,38250,0,0.00,2026-09-16 08:41
007700,F&F홀딩스,유가,기타 금융업,13790,0,0.00,2026-09-16 08:41
007720,소노스퀘어,코스닥,상품 종합 도매업,1159,0,0.00,2026-09-16 08:41
007770,한일화학,코스닥,기초 화학물질 제조업,8070,0,0.00,2026-09-16 08:41
007810,코리아써키트,유가,전자부품 제조업,49500,0,0.00,2026-09-16 08:41
007815,코리아써우,유가,전자부품 제조업,17050,0,0.00,2026-09-16 08:41
007820,엠엑스로보틱스,코스닥,일반 목적용 기계 제조업,3545,0,0.00,2026-09-16 08:41
007860,서연,유가,기타 금융업,7430,0,0.00,2026-09-16 08:41
007980,TP,유가,봉제의복 제조업,1727,0,0.00,2026-09-16 08:41
008040,사조동아원,유가,"곡물가공품, 전분 및 전분제품 제조업",7680,0,0.00,2026-09-16 08:41
008060,대덕,유가,기타 금융업,14000,0,0.00,2026-09-16 08:41
008250,이건산업,유가,나무제품 제조업,3145,0,0.00,2026-09-16 08:41
008260,NI스틸,유가,1차 철강 제조업,3325,0,0.00,2026-09-16 08:41
008290,원풍물산,코스닥,봉제의복 제조업,70,0,0.00,2026-09-16 08:41
0082N0,카나프테라퓨틱스,코스닥,자연과학 및 공학 연구개발업,12490,0,0.00,2026-09-16 08:41
008350,남선알미늄,유가,1차 비철금속 제조업,1058,0,0.00,2026-09-16 08:41
008355,남선알미우,유가,1차 비철금속 제조업,7100,0,0.00,2026-09-16 08:41
008370,원풍,코스닥,플라스틱제품 제조업,5240,0,0.00,2026-09-16 08:41
008420,문배철강,유가,1차 철강 제조업,2200,0,0.00,2026-09-16 08:41
008470,부스타,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",1667,0,0.00,2026-09-16 08:41
008490,서흥,유가,기타 화학제품 제조업,20150,0,0.00,2026-09-16 08:41
008600,윌비스,유가,생활용품 도매업,2620,0,0.00,2026-09-16 08:41
008700,아남전자,유가,영상 및 음향기기 제조업,1243,0,0.00,2026-09-16 08:41
008730,율촌화학,유가,플라스틱제품 제조업,15200,0,0.00,2026-09-16 08:41
008770,호텔신라,유가,기타 상품 전문 소매업,40800,0,0.00,2026-09-16 08:41
008775,호텔신라우,유가,기타 상품 전문 소매업,28200,0,0.00,2026-09-16 08:41
008830,대동기어,코스닥,특수 목적용 기계 제조업,6150,0,0.00,2026-09-16 08:41
008870,금비,유가,유리 및 유리제품 제조업,40400,0,0.00,2026-09-16 08:41
0088D0,메리츠제1호스팩,코스닥,금융 지원 서비스업,2065,0,0.00,2026-09-16 08:41
0088M0,메쥬,코스닥,의료용 기기 제조업,12500,0,0.00,2026-09-16 08:41
008930,한미사이언스,유가,기타 금융업,51600,0,0.00,2026-09-16 08:41
008970,KBI동양철관,유가,1차 철강 제조업,1173,0,0.00,2026-09-16 08:41
009070,KCTC,유가,도로 화물 운송업,3975,0,0.00,2026-09-16 08:41
009140,경인전자,유가,전자부품 제조업,22150,0,0.00,2026-09-16 08:41
009150,삼성전기,유가,전자부품 제조업,1317000,0,0.00,2026-09-16 08:41
009155,삼성전기우,유가,전자부품 제조업,480000,0,0.00,2026-09-16 08:41
009160,SIMPAC,유가,1차 철강 제조업,4645,0,0.00,2026-09-16 08:41
009180,한솔로지스틱스,유가,기타 운송관련 서비스업,2780,0,0.00,2026-09-16 08:41
009190,대양금속,유가,1차 철강 제조업,1135,0,0.00,2026-09-16 08:41
0091W0,신영스팩11호,코스닥,금융 지원 서비스업,2025,0,0.00,2026-09-16 08:41
009200,무림페이퍼,유가,"펄프, 종이 및 판지 제조업",1480,0,0.00,2026-09-16 08:41
009240,한샘,유가,생활용품 도매업,39000,0,0.00,2026-09-16 08:41
009270,신원,유가,봉제의복 제조업,1110,0,0.00,2026-09-16 08:41
009290,광동제약,유가,의약품 제조업,6370,0,0.00,2026-09-16 08:41
009300,삼아제약,코스닥,의약품 제조업,14030,0,0.00,2026-09-16 08:41
009310,참엔지니어링,유가,특수 목적용 기계 제조업,5330,0,0.00,2026-09-16 08:41
009320,아진전자부품,유가,자동차 신품 부품 제조업,945,0,0.00,2026-09-16 08:41
0093G0,미래에셋비전스팩8호,코스닥,금융 지원 서비스업,1971,0,0.00,2026-09-16 08:41
009410,태영건설,유가,토목 건설업,1668,0,0.00,2026-09-16 08:41
009415,태영건설우,유가,토목 건설업,6230,0,0.00,2026-09-16 08:41
009420,한올바이오파마,유가,의약품 제조업,48600,0,0.00,2026-09-16 08:41
009440,KC그린홀딩스,유가,기타 금융업,756,0,0.00,2026-09-16 08:41
009450,경동나비엔,유가,가정용 기기 제조업,59600,0,0.00,2026-09-16 08:41
009460,한창제지,유가,"펄프, 종이 및 판지 제조업",2670,0,0.00,2026-09-16 08:41
009470,삼화전기,유가,전자부품 제조업,24550,0,0.00,2026-09-16 08:41
009520,포스코엠텍,코스닥,1차 철강 제조업,12760,0,0.00,2026-09-16 08:41
009540,HD한국조선해양,유가,기타 금융업,339000,0,0.00,2026-09-16 08:41
009580,무림P&P,유가,"펄프, 종이 및 판지 제조업",1670,0,0.00,2026-09-16 08:41
009620,삼보산업,코스닥,1차 비철금속 제조업,870,0,0.00,2026-09-16 08:41
009680,모토닉,유가,자동차 신품 부품 제조업,10290,0,0.00,2026-09-16 08:41
0096B0,삼성스팩12호,코스닥,기타 금융업,1987,0,0.00,2026-09-16 08:41
0096D0,미래에셋비전스팩9호,코스닥,금융 지원 서비스업,1975,0,0.00,2026-09-16 08:41
009730,이렘,코스닥,1차 철강 제조업,1990,0,0.00,2026-09-16 08:41
009770,삼정펄프,유가,"펄프, 종이 및 판지 제조업",28250,0,0.00,2026-09-16 08:41
009780,엠에스씨,코스닥,기타 식품 제조업,6700,0,0.00,2026-09-16 08:41
0097F0,미래에셋비전스팩10호,코스닥,금융 지원 서비스업,1983,0,0.00,2026-09-16 08:41
009810,MDS스피어,유가,기타 전문 도매업,1865,0,0.00,2026-09-16 08:41
009830,한화솔루션,유가,기초 화학물질 제조업,28550,0,0.00,2026-09-16 08:41
009835,한화솔루션우,유가,기초 화학물질 제조업,16830,0,0.00,2026-09-16 08:41
0098T0,교보19호스팩,코스닥,금융 지원 서비스업,1987,0,0.00,2026-09-16 08:41
009900,명신산업,유가,자동차 신품 부품 제조업,7930,0,0.00,2026-09-16 08:41
009970,영원무역홀딩스,유가,기타 금융업,168500,0,0.00,2026-09-16 08:41
0099W0,미래에셋비전스팩11호,코스닥,금융 지원 서비스업,1969,0,0.00,2026-09-16 08:41
0099X0,IBKS제25호스팩,코스닥,금융 지원 서비스업,2180,0,0.00,2026-09-16 08:41
010040,한국내화,유가,"내화, 비내화 요업제품 제조업",1611,0,0.00,2026-09-16 08:41
010060,OCI홀딩스,유가,기타 금융업,203500,0,0.00,2026-09-16 08:41
010100,한국무브넥스,유가,자동차 신품 부품 제조업,3410,0,0.00,2026-09-16 08:41
010120,LS ELECTRIC,유가,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",194700,0,0.00,2026-09-16 08:41
010130,고려아연,유가,1차 비철금속 제조업,1138000,0,0.00,2026-09-16 08:41
010140,삼성중공업,유가,선박 및 보트 건조업,20700,0,0.00,2026-09-16 08:41
010170,대한광통신,코스닥,절연선 및 케이블 제조업,14140,0,0.00,2026-09-16 08:41
0101C0,하나36호스팩,코스닥,금융 지원 서비스업,1970,0,0.00,2026-09-16 08:41
010240,흥국,코스닥,특수 목적용 기계 제조업,5360,0,0.00,2026-09-16 08:41
010280,아이티센엔텍,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",5210,0,0.00,2026-09-16 08:41
010400,우진아이엔에스,유가,건물설비 설치 공사업,4100,0,0.00,2026-09-16 08:41
010470,오리콤,코스닥,광고업,4900,0,0.00,2026-09-16 08:41
010580,에스엠벡셀,유가,자동차 신품 부품 제조업,2790,0,0.00,2026-09-16 08:41
0105P0,유진스팩12호,코스닥,금융 지원 서비스업,1982,0,0.00,2026-09-16 08:41
010640,진양폴리,유가,플라스틱제품 제조업,1915,0,0.00,2026-09-16 08:41
010660,화천기계,유가,특수 목적용 기계 제조업,3160,0,0.00,2026-09-16 08:41
010690,화신,유가,자동차 신품 부품 제조업,7500,0,0.00,2026-09-16 08:41
010770,평화홀딩스,유가,자동차 신품 부품 제조업,3510,0,0.00,2026-09-16 08:41
010780,아이에스동서,유가,"시멘트, 석회, 플라스터 및 그 제품 제조업",15510,0,0.00,2026-09-16 08:41
010820,퍼스텍,유가,무기 및 총포탄 제조업,6010,0,0.00,2026-09-16 08:41
010950,S-Oil,유가,석유 정제품 제조업,148700,0,0.00,2026-09-16 08:41
010955,S-Oil우,유가,석유 정제품 제조업,69700,0,0.00,2026-09-16 08:41
010960,삼호개발,유가,기반조성 및 시설물 축조관련 전문공사업,3040,0,0.00,2026-09-16 08:41
011000,진원생명과학,유가,의약품 제조업,2670,0,0.00,2026-09-16 08:41
011040,경동제약,코스닥,의약품 제조업,5040,0,0.00,2026-09-16 08:41
011070,LG이노텍,유가,전자부품 제조업,506000,0,0.00,2026-09-16 08:41
011080,형지I&C,코스닥,봉제의복 제조업,643,0,0.00,2026-09-16 08:41
011090,에넥스,유가,가구 제조업,1770,0,0.00,2026-09-16 08:41
011150,CJ씨푸드,유가,기타 식품 제조업,1955,0,0.00,2026-09-16 08:41
011155,CJ씨푸드1우,유가,기타 식품 제조업,6290,0,0.00,2026-09-16 08:41
011170,롯데케미칼,유가,기초 화학물질 제조업,64400,0,0.00,2026-09-16 08:41
011200,HMM,유가,해상 운송업,20650,0,0.00,2026-09-16 08:41
011210,현대위아,유가,자동차 신품 부품 제조업,55900,0,0.00,2026-09-16 08:41
011230,삼화전자,유가,영상 및 음향기기 제조업,2670,0,0.00,2026-09-16 08:41
011280,태림포장,유가,"골판지, 종이 상자 및 종이용기 제조업",1526,0,0.00,2026-09-16 08:41
011300,우성머티리얼스,유가,직물직조 및 직물제품 제조업,2480,0,0.00,2026-09-16 08:41
011320,유니크,코스닥,자동차 신품 부품 제조업,3730,0,0.00,2026-09-16 08:41
011330,유니켐,유가,자동차 신품 부품 제조업,4245,0,0.00,2026-09-16 08:41
